源声编码,观点原文句,源声来源,观点类别,,
,拿到手后感觉各方面都比note1强太多，十核CPU,Ejd,CPU配置高,,
,海思的CPU还是不错,Ejd,CPU配置高,,
,"骁龙801的cpu,运行速度的确飞快",Ejd,CPU配置高,,
,中兴有始以来最给力的手机了，这CPU这配置,Ejd,CPU配置高,,
,cpu是骁龙625，表现不错,Ejd,CPU配置高,,
,每次导航Gps打不开,Bhuafen,GPS不能打开,,
,更新到6.7.16后gps打不开了,Bhuafen,GPS不能打开,,
,定位打不开,Bfeng,GPS不能打开,,
,定位服务打不开的,Bfeng,GPS不能打开,,
,现在突然定位打不开了,Bfeng,GPS不能打开,,
,定位也开不了,Bfeng,GPS不能打开,,
,mate8的GPS打不开,Bhuafen,GPS不能打开,,
,GPS打不开,Bhuafen,GPS不能打开,,
,GPS打不开怎么办,Bhuafen,GPS不能打开,,
,5s无法打开定位,Bbaidutieba,GPS不能打开,,
,更新完系统GPS打不开了,Bbaidutieba,GPS不能打开,,
,gps打不开 gps状态栏就有图标闪动一下就没了,Bbaidutieba,GPS不能打开,,
,GPS不能打开了,Bxiaomi,GPS不能打开,,
,,意见,GPS不能打开,,
,X9007 手机定位打不开了,Boppo,GPS不能打开,,
,定位失败，总是打不开定位,Ejd,GPS不能打开,,
,GPS都打不开,Etianmao_hw,GPS不能打开,,
,开导航的时候总是打不开GPS,Ezol,GPS不能打开,,
,联想a330egps怎么打不开,Bbaidutieba,GPS不能打开,,
,自带的导航打不开,Ezol,GPS不能打开,,
,手机导航打不开,Ezol,GPS不能打开,,
,苹果6S plUS 定位服务打不开,Bbaidutieba,GPS不能打开,,
,打开导航开不了了,Bbaidutieba,GPS不能打开,,
,我这个定位为什么打不开呢,Bbaidutieba,GPS不能打开,,
,卫星定位打不开,Ezol,GPS不能打开,,
,GPS都出问题\t不能打开,Bxiaomi,GPS不能打开,,
,小米4手机为什么GPS打不开,Bxiaomi,GPS不能打开,,
,我的y27gps定位为什么打不开,Bbaidutieba,GPS不能打开,,
,发现定位不能打开,Bfeng,GPS不能打开,,
,6p刚才定位也打不开了,Bfeng,GPS不能打开,,
,GPS定位找不到,Bhuafen,GPS不能定位,,
,gps一直定位中却定位不出来,Bbaidutieba,GPS不能定位,,
,GPS定位不上,Bbaidutieba,GPS不能定位,,
,地图定位不了,Bbaidutieba,GPS不能定位,,
,,意见,GPS不能定位,,
,GPS不能定位,Ezol,GPS不能定位,,
,GPS老是不能定位,Ejd,GPS不能定位,,
,就是谷歌天气自动定位不行,Etaobao_hw,GPS不能定位,,
,升级后就不能定位,Ejd,GPS不能定位,,
,手机自带导航没法用一直显示在定位中,Etianmao_hw,GPS不能定位,,
,就是在贴了金属膜的车里地图GPS无法定位,Etianmao_hw,GPS不能定位,,
,GPS信号无法定位,Ejd,GPS不能定位,,
,导航不能用，不能定位,Ejd,GPS不能定位,,
,除了GPS有时一直无法定位,Etaobao_hw,GPS不能定位,,
,开始gps不能定位,Etianmao_hw,GPS不能定位,,
,gps几乎不能用,Etianmao_hw,GPS不能定位,,
,不能定位,Etianmao_hw,GPS不能定位,,
,GPS现在不能定位了,Ezol,GPS不能定位,,
,发现手机不能定位,Ejd,GPS不能定位,,
,自带的浏览器在网页地图里不能定位,Ejd,GPS不能定位,,
,GPS没法定位 GPS不行，完全不能定位,Ezol,GPS不能定位,,
,百度地图不能定位,Ejd,GPS不能定位,,
,用两天不能定位了什么的,Evmall,GPS不能定位,,
,定位都不能定位,Ejd,GPS不能定位,,
,有时候在室内用微信之类的软件不能定位很蛋痛,Ezol,GPS不能定位,,
,GPS模块出问题不能定位,Ezol,GPS不能定位,,
,谷歌地图不能定位,Ezol,GPS不能定位,,
,就是不能定位,Ejd,GPS不能定位,,
,就是有时候定位服务老是出问题 定位不了,Ejd,GPS不能定位,,
,手机自带地图不能定位,Bbaidutieba,GPS不能定位,,
,手机gps用不了,Etaobao_hw,GPS不能定位,,
,手机不能导航，定位太慢了，有时定不了位,Ejd,GPS不能定位,,
,定位不了,Etaobao_hw,GPS不能定位,,
,第一天定位用不了,Etaobao_hw,GPS不能定位,,
,天气还是不能定位，GPS已开,Etaobao_hw,GPS不能定位,,
,但是不知道为什么手机自带的天气和地图不能定位,Etianmao_hw,GPS不能定位,,
,gps信号差经常无法定位,Evmall,GPS不能定位,,
,GPS缺陷，很多用户不能定位,Ezol,GPS不能定位,,
,卫星不能定位,Ezol,GPS不能定位,,
,不能接受的是国外微信定位失败！根本无法定位,Ejd,GPS不能定位,,
,导航定不能定位了,Ejd,GPS不能定位,,
,gps定位不行老是不能定位,Eyhd_hw,GPS不能定位,,
,手机导航不能定位,Ejd,GPS不能定位,,
,就是定位有时不能用,Etaobao_hw,GPS不能定位,,
,定位很快,Ejd,GPS定位快,,
,定位快,Ejd,GPS定位快,,
,GPS定位速度蛮快的,Ezol,GPS定位快,,
,百度导航 秒定 15颗卫星,Etaobao_hw,GPS定位快,,
,GPS信号秒定,Ejd,GPS定位快,,
,搜星秒秒快,Etianmao_hw,GPS定位快,,
,导航定位秒定,Ejd,GPS定位快,,
,接收GPS信号好，基本上是秒定,Evmall,GPS定位快,,
,定位是秒定,Ejd,GPS定位快,,
,gps挺快,Etaobao_hw,GPS定位快,,
,GPS秒定,Etianmao_hw,GPS定位快,,
,GPS超快，室内窗口搜星30个，15个可用，基本秒定,Etianmao_hw,GPS定位快,,
,导航定位快,Ezol,GPS定位快,,
,GPS信号反应十分迅速,Ezol,GPS定位快,,
,定位功能速度很快,Ejd,GPS定位快,,
,gps定位很快,Etaobao_hw,GPS定位快,,
,GPS信号也很好，定位迅速,Ejd,GPS定位快,,
,GPS信号非常好用，基本上秒定,Etianmao_hw,GPS定位快,,
,导航定位速度快,Ejd,GPS定位快,,
,Gps搜星非常快,Ejd,GPS定位快,,
,导航搜星尤其很好,Ejd,GPS定位快,,
,导航定位精确又快,Ezol,GPS定位快,,
,GPS定位速度也还不错,Ejd,GPS定位快,,
,导航搜星很快,Ejd,GPS定位快,,
,GPS导航很快,Ezol,GPS定位快,,
,GPS信号非常好。几乎是妙定。对GPS定位速度要求高的，强烈推荐。非常快,Ejd,GPS定位快,,
,gps定位很快，信号不错,Ejd,GPS定位快,,
,GPS定位快,Etaobao_hw,GPS定位快,,
,GPS搜星快,Evmall,GPS定位快,,
,搜星、定位非常快,Ejd,GPS定位快,,
,室内定位快,Ejd,GPS定位快,,
,另外GPS搜星速度很快,Etaobao_hw,GPS定位快,,
,GPS定位速度也快，基本5秒内定位GPS,Ejd,GPS定位快,,
,搜星速度很快基本能秒定,Ejd,GPS定位快,,
,搜星快,Evmall,GPS定位快,,
,最起码GPS快,Ejd,GPS定位快,,
,卫星定位速度很快,Ejd,GPS定位快,,
,导航反应快,Ejd,GPS定位快,,
,GPS搜星很快，秒定位,Ejd,GPS定位快,,
,秒搜星成功,Evmall,GPS定位快,,
,GPS定位速度快,Ezol,GPS定位快,,
,定位速度很快,Evmall,GPS定位快,,
,导航搜星很给力,Ejd,GPS定位快,,
,GPS信号秒连,Ejd,GPS定位快,,
,gps搜星速度也很好,Etaobao_hw,GPS定位快,,
,GPS等连接简直是秒速,Evmall,GPS定位快,,
,卫星定位速度超快,Etianmao_hw,GPS定位快,,
,GPS暂时是定位很快,Ejd,GPS定位快,,
,GPS定位速度挺快,Ejd,GPS定位快,,
,gps在车上也能快速链接,Etaobao_hw,GPS定位快,,
,导航方面会比我的三星定位快很多,Etianmao_hw,GPS定位快,,
,GPS定位也快,Etaobao_hw,GPS定位快,,
,导航搜星速度快,Etaobao_hw,GPS定位快,,
,用百度地图1秒搜星,Ejd,GPS定位快,,
,gps搜星还算迅速，10秒以内基本可完成定位,Etaobao_hw,GPS定位快,,
,Gps信号非常好秒定,Ejd,GPS定位快,,
,地图导航搜星快可以说是秒搜,Ejd,GPS定位快,,
,GPRS定位较快,Etaobao_hw,GPS定位快,,
,导航秒搜星,Evmall,GPS定位快,,
,GPS秒定，表现稳定,Ejd,GPS定位快,,
,今天第一次用感觉很爽定位的速度好快,Etianmao_hw,GPS定位快,,
,GPS信号不错 3秒搜星 5秒定位,Ejd,GPS定位快,,
,导航定位速度还好,Ejd,GPS定位快,,
,GPS搜星定位速度，超级棒,Ejd,GPS定位快,,
,GPS信号速度还可以,Ezol,GPS定位快,,
,gps信号搜星超快,Ezol,GPS定位快,,
,我只想说MI5Splus导航秒定位,Etaobao_hw,GPS定位快,,
,秒搜星,Evmall,GPS定位快,,
,GPR定位速度很快,Ezol,GPS定位快,,
,GPS信号很快,Esuning_hw,GPS定位快,,
,GPS信号很好秒定位,Ejd,GPS定位快,,
,GPS搜星特快,Ezol,GPS定位快,,
,定位速度快,Ejd,GPS定位快,,
,搜星很快,Ejd,GPS定位快,,
,本机搜星快,Ejd,GPS定位快,,
,导航时搜星快,Evmall,GPS定位快,,
,导航很好，定位很快,Ejd,GPS定位快,,
,导航定位速度超快,Ejd,GPS定位快,,
,谁知道一开地图，直接秒连了,Etianmao_hw,GPS定位快,,
,原来我担心连接导航的GPS会很久，谁知道一开地图，直接秒连了,Etianmao_hw,GPS定位快,,
,GPS搜星较快,Ejd,GPS定位快,,
,关键是导航搜星很快,Esuning_hw,GPS定位快,,
,搜星快 VIVO一开地图导航就可以搜星,Esuning_hw,GPS定位快,,
,手机导航搜星能力这个必须点赞,Evmall,GPS定位快,,
,GPS也比原来的X为搜星快,Ejd,GPS定位快,,
,导航定位，快爆了,Ezol,GPS定位快,,
,GPS秒定，让驾乘一族远行无忧,Esuning_hw,GPS定位快,,
,搜星定位速度很快,Evmall,GPS定位快,,
,gps搜星很快,Ejd,GPS定位快,,
,开了agps室内秒定,Etianmao_hw,GPS定位快,,
,GPS信号搜星快很多,Ejd,GPS定位快,,
,导航别想用了定位非常慢,Etaobao_hw,GPS定位慢,,
,GPS定位慢,Bhuafen,GPS定位慢,,
,GPS 定位严重滞后,Bhuafen,GPS定位慢,,
,就连用导航搜星都搜几分钟,Bbaidutieba,GPS定位慢,,
,但是导航在不开网的情况下，超级慢,Ejd,GPS定位慢,,
,导航实在是太慢,Ezol,GPS定位慢,,
,,意见,GPS定位慢,,
,GPS定位系统非常慢,Ejd,GPS定位慢,,
,GPS定位太慢,Ezol,GPS定位慢,,
,gps信号搜索较慢,Evmall,GPS定位慢,,
,gps连接超级慢,Etianmao_hw,GPS定位慢,,
,GPS信号有问题，定位慢,Evmall,GPS定位慢,,
,GPS三星定位很快,Evmall,GPS定位慢,,
,导航模块定位太慢,Evmall,GPS定位慢,,
,导航搜星很弱很慢,Ejd,GPS定位慢,,
,地图软件定位慢,Esuning_hw,GPS定位慢,,
,定位老延迟,Evmall,GPS定位慢,,
,定位超级慢 估计有30分钟，才指示定位成功,Ezol,GPS定位慢,,
,定位太慢了,Ejd,GPS定位慢,,
,定位效果不好，实时定位太慢,Ejd,GPS定位慢,,
,东西收到了颜质很高就是感觉GPS定位好像没有华为5s的快,Etaobao_hw,GPS定位慢,,
,gps反应慢和搜星少,Evmall,GPS定位慢,,
,导航定位太慢，赶集网定位“附近”要5分钟,Ezol,GPS定位慢,,
,GPS信号搜索时间非常长,Ejd,GPS定位慢,,
,卫星定位很慢，几乎无法搜到卫星,Ejd,GPS定位慢,,
,再有就是定位太慢,Ejd,GPS定位慢,,
,定位超级慢,Ezol,GPS定位慢,,
,定位反应慢用来导航很难受,Etianmao_hw,GPS定位慢,,
,GPS定位太慢了,Ezol,GPS定位慢,,
,可以定位，但反应很慢，定到都是早一天之前的位置，要反复几次才能定到，位置有点偏差,Ejd,GPS定位慢,,
,主要GPS很差，不管是定位还是导航，都是误差很大，而且是启动非常慢,Evmall,GPS定位慢,,
,GPS定位很慢,Ejd,GPS定位慢,,
,gps稍微有点慢,Ezol,GPS定位慢,,
,定位慢,Ejd,GPS定位慢,,
,卫星定位不是很快,Ejd,GPS定位慢,,
,GPS定位速度慢,Ejd,GPS定位慢,,
,GPS渣的很，一小时才会有信号,Ezol,GPS定位慢,,
,定位速度慢,Ejd,GPS定位慢,,
,导航搜星较慢,Ejd,GPS定位慢,,
,另外手机定位速度真的太差了,Evmall,GPS定位慢,,
,不过GPS有点不好用，，定位太慢,Ejd,GPS定位慢,,
,除了GPS ，连接很慢 ，要想连接 必须把手机先在车外接收才行 ,Etaobao_hw,GPS定位慢,,
,gps定位速度是软肋,Ezol,GPS定位慢,,
,手机定位很慢，偶尔要等一分钟,Ejd,GPS定位慢,,
,导航定位慢,Etianmao_hw,GPS定位慢,,
,搜星慢,Ejd,GPS定位慢,,
,定位很慢,Evmall,GPS定位慢,,
,定位太慢,Ejd,GPS定位慢,,
,定位速度慢点,Ejd,GPS定位慢,,
,导航定位太慢,Ezol,GPS定位慢,,
,导航搜不到，GPS总是在搜索，有时候会导航错，反应有点慢,Etaobao_hw,GPS定位慢,,
,gps定位导航是真的不行，有时候在大马路上搜索定位要很久,Ejd,GPS定位慢,,
,GPS定位速度过慢,Evmall,GPS定位慢,,
,GPS信号搜索有点慢,Esuning_hw,GPS定位慢,,
,机器gps难定位,Etaobao_hw,GPS定位慢,,
,定位也偏慢,Ejd,GPS定位慢,,
,定位不是很迅速,Etaobao_hw,GPS定位慢,,
,gps的定位速度，灵敏度和小米差不多，和华为有差距,Ejd,GPS定位慢,,
,GPS定位太慢了，有时就在空旷的郊区，搜了半天都没搜出来,Ezol,GPS定位慢,,
,GPS搜星比较慢,Ejd,GPS定位慢,,
,连上GPS非常慢，最少也要50秒,Ezol,GPS定位慢,,
,导航反应有点慢,Etianmao_hw,GPS定位慢,,
,导航定位不是很快,Esuning_hw,GPS定位慢,,
,一个美团网定位几分钟 相当考验我的耐性,Etianmao_hw,GPS定位慢,,
,定位速度不够快,Ejd,GPS定位慢,,
,GPS搜星少,Evmall,GPS定位慢,,
,GPS定位不太稳定，反应有点慢,Ejd,GPS定位慢,,
,GPS最近3个月定位变慢了,Evmall,GPS定位慢,,
,机子卫星定位速度超级慢,Ejd,GPS定位慢,,
,GPS搜星能力差,Ejd,GPS定位慢,,
,gps超差，用了之后反应特别慢,Ejd,GPS定位慢,,
,手机的定位慢切不准确,Ejd,GPS定位慢,,
,GPS搜星略慢,Ejd,GPS定位慢,,
,GPS定位速度略慢,Ejd,GPS定位慢,,
,总是在定位中啊定位中，老爹的小米都导上半天了它还在定位中转圈圈,Ezol,GPS定位慢,,
,gps开关不好用，关不掉,Bhuafen,GPS定位其他问题,,
,为什么p9定位服务不能关闭 ,Bhuafen,GPS定位其他问题,,
,,百度贴吧,GPS定位其他问题,,
,gps不好使，微信附近人等位置服务用不了,Etaobao_hw,GPS定位其他问题,,
,GPS不稳定,Ejd,GPS定位其他问题,,
,gps定位不行,Evmall,GPS定位其他问题,,
,gps定位有问题,Ejd,GPS定位其他问题,,
,GPS有问题,Ejd,GPS定位其他问题,,
,导航导的导的就自动退出,Ejd,GPS定位其他问题,,
,刚试了一下gps好像不管用、不知道系统问题还是硬件问题、旁边的m7很快就能定位（gps）、而m8一直定不了、,Etaobao_hw,GPS定位其他问题,,
,GPS信号有问题,Ejd,GPS定位其他问题,,
,手机GPS导航很坑,Etianmao_hw,GPS定位其他问题,,
,除了太耗电定位有问题其他还好,Etaobao_hw,GPS定位其他问题,,
,导航 连GPS都连接不到,Ejd,GPS定位其他问题,,
,导航Gps信号太不稳定,Evmall,GPS定位其他问题,,
,导航超级烂,Ejd,GPS定位其他问题,,
,导航一如既往的辣鸡,Ejd,GPS定位其他问题,,
,地图定位不行,Ejd,GPS定位其他问题,,
,定位服务不太好,Ejd,GPS定位其他问题,,
,定位功能太差,Ejd,GPS定位其他问题,,
,GPS信号不太稳定,Ejd,GPS定位其他问题,,
,wifi跟gps比一般手机都差点,Etaobao_hw,GPS定位其他问题,,
,Gps信号接收方面个人感觉稍不好,Etianmao_hw,GPS定位其他问题,,
,美中不足的是gps很不灵敏,Etaobao_hw,GPS定位其他问题,,
,唯一就是导航太差,Etianmao_hw,GPS定位其他问题,,
,美中不足是gps定位有点问题,Ejd,GPS定位其他问题,,
,发现论坛里说的导航错误问题,Esuning_hw,GPS定位其他问题,,
,就是GPS芯片定位不好,Etianmao_hw,GPS定位其他问题,,
,GPS不好用是真的,Etaobao_hw,GPS定位其他问题,,
,GPS信号有问题，收到发现完全不能定位,Ezol,GPS定位其他问题,,
,导航的基本数据下载到里面，导航软件就打不开了,Etaobao_hw,GPS定位其他问题,,
,导航GPS就只可以定位不可以导航,Etaobao_hw,GPS定位其他问题,,
,导航时接电话，导航语音与电话声音同时响互相干扰,Evmall,GPS定位其他问题,,
,导航gps1个月后就坏了,Ejd,GPS定位其他问题,,
,gps信号不稳定,Ejd,GPS定位其他问题,,
,手机导航不好用,Evmall,GPS定位其他问题,,
,GPS只定位不前进,Etianmao_hw,GPS定位其他问题,,
,有一台gps有问题,Etianmao_hw,GPS定位其他问题,,
,就是定位不怎么好,Ejd,GPS定位其他问题,,
,接着就是定位，真差！真差！真差！,Ejd,GPS定位其他问题,,
,导航差,Etianmao_hw,GPS定位其他问题,,
,gps定位权限开着通知栏还总提示该软件正在使用gps是否关闭,Ezol,GPS定位其他问题,,
,导航不走了,Ejd,GPS定位其他问题,,
,开导航老是死机,Etaobao_hw,GPS定位其他问题,,
,GPS打开后，在屏幕顶部，不显示GPS打开后的图标，也就是说，应用有权限打开，gps，你不仔细去看，是看不到ｇｐｓ是被打开的,Ezol,GPS定位其他问题,,
,GPS文件需要自己配置,Ezol,GPS定位其他问题,,
,定位能力太次。  三大卫星导航没啥用,Etianmao_hw,GPS定位其他问题,,
,跳星厉害 公车里搜星弱太多,Ejd,GPS定位其他问题,,
,一直在搜索GPS,Etianmao_hw,GPS定位其他问题,,
,gps没用,Etaobao_hw,GPS定位其他问题,,
,但对于骑行导航方面不是很理想,Etaobao_hw,GPS定位其他问题,,
,定位服务耗电,Etaobao_hw,GPS定位其他问题,,
,gps搜星不太稳定,Ejd,GPS定位其他问题,,
,开导航有时声音失真,Ejd,GPS定位其他问题,,
,gps不太好,Etianmao_hw,GPS定位其他问题,,
,就是GPS定位，用了几个月后，几乎失灵了！,Evmall,GPS定位其他问题,,
,卫星定位居然不行,Ejd,GPS定位其他问题,,
,就是定位效果不好,Etaobao_hw,GPS定位其他问题,,
,GPS定位较差，室内靠窗和车内不能定位,Etianmao_hw,GPS定位其他问题,,
,导航放在车内部还15个卫星,Ejd,GPS其他好,,
,室内GPS定位也基本可以完成,Evmall,GPS其他好,,
,开车导航功能太棒了,Ezol,GPS其他好,,
,定位非常好用,Ezol,GPS其他好,,
,GPS定位好用,Etaobao_hw,GPS其他好,,
,特别说明导航非常棒啊,Ejd,GPS其他好,,
,机子里是A-GPS导航可以说是相当方便,Ezol,GPS其他好,,
,Gps也很好,Bxiaomi,GPS其他好,,
,GPS信号很强,Ejd,GPS其他好,,
,内置的GPS芯片可实现强大的卫星导航功能,Ezol,GPS其他好,,
,GPS信号超好,Etianmao_hw,GPS其他好,,
,导航好用,Ezol,GPS其他好,,
,导航信号强,Ejd,GPS其他好,,
,gps信号很稳定,Etaobao_hw,GPS其他好,,
,手机导航时很方便,Eamazon,GPS其他好,,
,gps信号也强,Ejd,GPS其他好,,
,主要导航好用,Ejd,GPS其他好,,
,Find 5的驾驶模式以及实景导航功能极大地改善了手机导航的功能体验,Ezol,GPS其他好,,
,他说导航好用,Etianmao_hw,GPS其他好,,
,导航功能特别好,Etianmao_hw,GPS其他好,,
,GPS信号很好,Etianmao_hw,GPS其他好,,
,测试了下GPS信号，感觉还可以,Ejd,GPS其他好,,
,同时还具备导航功能是很实用的,Ejd,GPS其他好,,
,GPS信号非常好,Evmall,GPS其他好,,
,导航也可以,Ejd,GPS其他好,,
,试了一下gps，比米4好多了,Etianmao_hw,GPS其他好,,
,导航非常好,Ejd,GPS其他好,,
,导航给力,Ejd,GPS其他好,,
,导航功能挺好的,Ejd,GPS其他好,,
,GPS信号强,Ejd,GPS其他好,,
,导航非常好用,Ejd,GPS其他好,,
,尤其是定位功能很实用,Ejd,GPS其他好,,
,GPS表现不错,Ejd,GPS其他好,,
,gps信号好,Evmall,GPS其他好,,
,gps信号都很好,Ejd,GPS其他好,,
,GPS信号均不错,Etaobao_hw,GPS其他好,,
,定位挺实用的,Etianmao_hw,GPS其他好,,
,定位系统不错，很实用,Ejd,GPS其他好,,
,导航不错,Ejd,GPS其他好,,
,导航都很好用,Ejd,GPS其他好,,
